time,volume,price
2019-05-07 01:20:00+00:00,2.00000,1.11991
2019-05-07 01:25:00+00:00,4.00000,1.11990
2019-05-07 01:30:00+00:00,6.00000,1.12010
2019-05-07 01:35:00+00:00,5.00000,1.12022
2019-05-07 01:40:00+00:00,6.00000,1.12047
2019-05-07 01:45:00+00:00,7.00000,1.12053
2019-05-07 01:50:00+00:00,3.00000,1.12049
2019-05-07 01:55:00+00:00,2.00000,1.12052
2019-05-07 02:00:00+00:00,6.00000,1.12041
2019-05-07 02:05:00+00:00,1.00000,1.12043
2019-05-07 02:10:00+00:00,3.00000,1.12039
2019-05-07 02:15:00+00:00,3.00000,1.12037
2019-05-07 02:20:00+00:00,2.00000,1.12044
2019-05-07 02:25:00+00:00,2.00000,1.12052
2019-05-07 02:30:00+00:00,5.00000,1.12046
2019-05-07 02:35:00+00:00,4.00000,1.12053
2019-05-07 02:40:00+00:00,1.00000,1.12056
2019-05-07 02:45:00+00:00,2.00000,1.12052
2019-05-07 02:50:00+00:00,4.00000,1.12050
2019-05-07 02:55:00+00:00,2.00000,1.12059
2019-05-07 03:00:00+00:00,7.00000,1.12046
2019-05-07 03:05:00+00:00,4.00000,1.12061
2019-05-07 03:10:00+00:00,3.00000,1.12069
2019-05-07 03:15:00+00:00,1.00000,1.12059
2019-05-07 03:20:00+00:00,4.00000,1.12067
2019-05-07 03:25:00+00:00,2.00000,1.12077
2019-05-07 03:30:00+00:00,2.00000,1.12073
2019-05-07 03:35:00+00:00,3.00000,1.12063
2019-05-07 03:40:00+00:00,4.00000,1.12064
2019-05-07 03:45:00+00:00,4.00000,1.12063
2019-05-07 03:50:00+00:00,2.00000,1.12072
2019-05-07 03:55:00+00:00,5.00000,1.12079
2019-05-07 04:00:00+00:00,6.00000,1.12069
2019-05-07 04:05:00+00:00,7.00000,1.12071
2019-05-07 04:10:00+00:00,5.00000,1.12079
2019-05-07 04:15:00+00:00,3.00000,1.12088
2019-05-07 04:20:00+00:00,4.00000,1.12075
2019-05-07 04:25:00+00:00,10.00000,1.12081
2019-05-07 04:30:00+00:00,23.00000,1.12105
2019-05-07 04:35:00+00:00,4.00000,1.12113
2019-05-07 04:40:00+00:00,7.00000,1.12132
2019-05-07 04:45:00+00:00,11.00000,1.12133
2019-05-07 04:50:00+00:00,1.00000,1.12133
2019-05-07 04:55:00+00:00,3.00000,1.12143
2019-05-07 05:00:00+00:00,9.00000,1.12130
2019-05-07 05:05:00+00:00,2.00000,1.12123
2019-05-07 05:10:00+00:00,3.00000,1.12140
2019-05-07 05:15:00+00:00,2.00000,1.12127
2019-05-07 05:20:00+00:00,7.00000,1.12120
2019-05-07 05:25:00+00:00,1.00000,1.12119
2019-05-07 05:30:00+00:00,4.00000,1.12100
2019-05-07 05:35:00+00:00,8.00000,1.12097
2019-05-07 05:40:00+00:00,5.00000,1.12108
2019-05-07 05:45:00+00:00,8.00000,1.12118
2019-05-07 05:50:00+00:00,5.00000,1.12125
2019-05-07 05:55:00+00:00,20.00000,1.12153
2019-05-07 06:00:00+00:00,6.00000,1.12091
2019-05-07 06:05:00+00:00,18.00000,1.12124
2019-05-07 06:10:00+00:00,7.00000,1.12122
2019-05-07 06:15:00+00:00,42.00000,1.12120
2019-05-07 06:20:00+00:00,26.00000,1.12130
2019-05-07 06:25:00+00:00,26.00000,1.12171
2019-05-07 06:30:00+00:00,3.00000,1.12133
2019-05-07 06:35:00+00:00,10.00000,1.12114
2019-05-07 06:40:00+00:00,26.00000,1.12074
2019-05-07 06:45:00+00:00,12.00000,1.12098
2019-05-07 06:50:00+00:00,13.00000,1.12143
2019-05-07 06:55:00+00:00,18.00000,1.12099
2019-05-07 07:00:00+00:00,25.00000,1.12086
2019-05-07 07:05:00+00:00,11.00000,1.12098
2019-05-07 07:10:00+00:00,10.00000,1.12101
2019-05-07 07:15:00+00:00,19.00000,1.12141
2019-05-07 07:20:00+00:00,30.00000,1.12116
2019-05-07 07:25:00+00:00,23.00000,1.12128
2019-05-07 07:30:00+00:00,21.00000,1.12129
2019-05-07 07:35:00+00:00,17.00000,1.12098
2019-05-07 07:40:00+00:00,26.00000,1.12067
2019-05-07 07:45:00+00:00,32.00000,1.12014
2019-05-07 07:50:00+00:00,24.00000,1.11975
2019-05-07 07:55:00+00:00,20.00000,1.11962
2019-05-07 08:00:00+00:00,24.00000,1.11939
2019-05-07 08:05:00+00:00,13.00000,1.11958
2019-05-07 08:10:00+00:00,13.00000,1.11956
2019-05-07 08:15:00+00:00,11.00000,1.11966
2019-05-07 08:20:00+00:00,8.00000,1.11979
2019-05-07 08:25:00+00:00,11.00000,1.11968
2019-05-07 08:30:00+00:00,15.00000,1.12006
2019-05-07 08:35:00+00:00,20.00000,1.11995
2019-05-07 08:40:00+00:00,15.00000,1.12015
2019-05-07 08:45:00+00:00,9.00000,1.12013
2019-05-07 08:50:00+00:00,15.00000,1.11993
2019-05-07 08:55:00+00:00,21.00000,1.11973
2019-05-07 09:00:00+00:00,8.00000,1.11987
2019-05-07 09:05:00+00:00,12.00000,1.11983
2019-05-07 09:10:00+00:00,6.00000,1.11958
2019-05-07 09:15:00+00:00,14.00000,1.11994
2019-05-07 09:20:00+00:00,12.00000,1.11970
2019-05-07 09:25:00+00:00,5.00000,1.11986
2019-05-07 09:30:00+00:00,4.00000,1.11977
2019-05-07 09:35:00+00:00,14.00000,1.11969
2019-05-07 09:40:00+00:00,16.00000,1.11952
2019-05-07 09:45:00+00:00,4.00000,1.11981
2019-05-07 09:50:00+00:00,8.00000,1.12016
2019-05-07 09:55:00+00:00,7.00000,1.12045
2019-05-07 10:00:00+00:00,5.00000,1.12050
2019-05-07 10:05:00+00:00,16.00000,1.12053
2019-05-07 10:10:00+00:00,10.00000,1.12045
2019-05-07 10:15:00+00:00,9.00000,1.12029
2019-05-07 10:20:00+00:00,4.00000,1.12019
2019-05-07 10:25:00+00:00,2.00000,1.12009
2019-05-07 10:30:00+00:00,10.00000,1.12011
2019-05-07 10:35:00+00:00,17.00000,1.12000
2019-05-07 10:40:00+00:00,9.00000,1.11998
2019-05-07 10:45:00+00:00,9.00000,1.12000
2019-05-07 10:50:00+00:00,24.00000,1.11996
2019-05-07 10:55:00+00:00,31.00000,1.11980
2019-05-07 11:00:00+00:00,9.00000,1.11980
2019-05-07 11:05:00+00:00,8.00000,1.11969
2019-05-07 11:10:00+00:00,13.00000,1.11961
2019-05-07 11:15:00+00:00,2.00000,1.11971
2019-05-07 11:20:00+00:00,9.00000,1.11975
2019-05-07 11:25:00+00:00,4.00000,1.11991
2019-05-07 11:30:00+00:00,3.00000,1.11982
2019-05-07 11:35:00+00:00,8.00000,1.11966
2019-05-07 11:40:00+00:00,16.00000,1.11956
2019-05-07 11:45:00+00:00,12.00000,1.11960
2019-05-07 11:50:00+00:00,38.00000,1.11852
2019-05-07 11:55:00+00:00,37.00000,1.11836
2019-05-07 12:00:00+00:00,10.00000,1.11872
2019-05-07 12:05:00+00:00,6.00000,1.11861
2019-05-07 12:10:00+00:00,18.00000,1.11851
2019-05-07 12:15:00+00:00,12.00000,1.11847
2019-05-07 12:20:00+00:00,17.00000,1.11854
2019-05-07 12:25:00+00:00,14.00000,1.11886
2019-05-07 12:30:00+00:00,14.00000,1.11910
2019-05-07 12:35:00+00:00,12.00000,1.11885
2019-05-07 12:40:00+00:00,15.00000,1.11904
2019-05-07 12:45:00+00:00,8.00000,1.11890
2019-05-07 12:50:00+00:00,4.00000,1.11870
2019-05-07 12:55:00+00:00,17.00000,1.11842
2019-05-07 13:00:00+00:00,30.00000,1.11764
2019-05-07 13:05:00+00:00,21.00000,1.11805
2019-05-07 13:10:00+00:00,19.00000,1.11796
2019-05-07 13:15:00+00:00,16.00000,1.11812
2019-05-07 13:20:00+00:00,5.00000,1.11812
2019-05-07 13:25:00+00:00,9.00000,1.11824
2019-05-07 13:30:00+00:00,24.00000,1.11841
2019-05-07 13:35:00+00:00,13.00000,1.11825
2019-05-07 13:40:00+00:00,10.00000,1.11847
2019-05-07 13:45:00+00:00,9.00000,1.11869
2019-05-07 13:50:00+00:00,18.00000,1.11873
2019-05-07 13:55:00+00:00,12.00000,1.11868
2019-05-07 14:00:00+00:00,25.00000,1.11864
2019-05-07 14:05:00+00:00,29.00000,1.11862
2019-05-07 14:10:00+00:00,13.00000,1.11855
2019-05-07 14:15:00+00:00,15.00000,1.11855
2019-05-07 14:20:00+00:00,21.00000,1.11877
2019-05-07 14:25:00+00:00,28.00000,1.11891
2019-05-07 14:30:00+00:00,23.00000,1.11882
2019-05-07 14:35:00+00:00,12.00000,1.11864
2019-05-07 14:40:00+00:00,44.00000,1.11919
2019-05-07 14:45:00+00:00,32.00000,1.11913
2019-05-07 14:50:00+00:00,23.00000,1.11891
2019-05-07 14:55:00+00:00,24.00000,1.11885
2019-05-07 15:00:00+00:00,12.00000,1.11908
2019-05-07 15:05:00+00:00,44.00000,1.11838
2019-05-07 15:10:00+00:00,10.00000,1.11863
2019-05-07 15:15:00+00:00,7.00000,1.11850
2019-05-07 15:20:00+00:00,9.00000,1.11865
2019-05-07 15:25:00+00:00,12.00000,1.11853
2019-05-07 15:30:00+00:00,10.00000,1.11833
2019-05-07 15:35:00+00:00,20.00000,1.11844
2019-05-07 15:40:00+00:00,14.00000,1.11853
2019-05-07 15:45:00+00:00,15.00000,1.11844
2019-05-07 15:50:00+00:00,12.00000,1.11853
2019-05-07 15:55:00+00:00,14.00000,1.11785
2019-05-07 16:00:00+00:00,5.00000,1.11729
